ID,"Class"
932,Brown
933,Dent
934,Goonan
935,Corn
936,Janson
937,Harp
938,Brown
939,Blankenship
940,Vision
941,Grove
942,Robert
943,Sherwin
944,Bukowsky
945,Lawyeraau
946,Lee
947,Auken
948,Robert
949,Nigam
950,Vernon
951,Chandler
952,Power
953,Chandler
954,Taylor
955,Chell
956,Blankenship
957,Robert
958,Grove
959,Mitchell
960,Lee
961,Bukowsky
962,Kolln
963,Messick
964,Ashbacher
965,Robert
966,Mahlers2nd
967,Davisson
968,Cholette
969,Janson
970,Auken
971,Chachra
972,Calvinnme
973,Dent
974,McKee
975,Johnson
976,Harp
977,Davisson
978,Lawyeraau
979,Robert
980,Lawyeraau
981,Lee
982,CFH
983,Comdet
984,Davisson
985,Chandler
986,Kolln
987,Lawyeraau
988,Mitchell
989,Shea
990,Robert
991,Wilson
992,Mahlers2nd
993,Vision
994,Davisson
995,Merritt
996,Janson
997,Vision
998,Comdet
999,CFH
1000,Taylor
1001,Brown
1002,Janson
1003,Brown
1004,Janson
1005,Dent
1006,Auken
1007,Mark
1008,Chandler
1009,Merritt
1010,Wilson
1011,Chachra
1012,Merritt
1013,Lawyeraau
1014,Johnson
1015,Janson
1016,Auken
1017,Brody
1018,Merritt
1019,CFH
1020,McKee
1021,McKee
1022,Robert
1023,Brown
1024,Grove
1025,Chachra
1026,Hayes
1027,Lawyeraau
1028,Nigam
1029,Lee
1030,Chell
1031,Bukowsky
1032,Mahlers2nd
1033,Lee
1034,Chell
1035,Johnson
1036,Mitchell
1037,Sherwin
1038,Ashbacher
1039,Hayes
1040,Wilson
1041,Johnson
1042,Auken
1043,Engineer
1044,Engineer
1045,Wilson
1046,Sherwin
1047,Morrison
1048,Lovitt
1049,Neal
1050,Nigam
1051,Agresti
1052,Lawyeraau
1053,Engineer
1054,Power
1055,Messick
1056,Engineer
1057,Janson
1058,Harp
1059,Merritt
1060,Cutey
1061,Neal
1062,Chachra
1063,Brown
1064,Harp
1065,Corn
1066,Morrison
1067,Lee
1068,Cutey
1069,Chachra
1070,Auken
1071,Ashbacher
1072,Dent
1073,Blankenship
1074,McKee
1075,Kolln
1076,Shea
1077,Messick
1078,Wilson
1079,Kolln
1080,Agresti
1081,Janson
1082,Blankenship
1083,Vernon
1084,Neal
1085,Mitchell
1086,Chachra
1087,Peterson
1088,Harp
1089,Agresti
1090,Dent
1091,Chachra
1092,Kolln
1093,Mahlers2nd
1094,Ashbacher
1095,Auken
1096,Peterson
1097,Mahlers2nd
1098,Ashbacher
1099,Brody
1100,McKee
1101,Lee
1102,Mark
1103,Comdet
1104,Lee
1105,Merritt
1106,Cutey
1107,Shea
1108,Cholette
1109,Hayes
1110,Dent
1111,Cutey
1112,Shea
1113,Dent
1114,Janson
1115,Neal
1116,Davisson
1117,Brown
1118,Janson
1119,Sherwin
1120,Cholette
1121,Auken
1122,Brody
1123,Grove
1124,Mahlers2nd
1125,Vision
1126,Lee
1127,Chachra
1128,Peterson
1129,Shea
1130,Cholette
1131,Harp
1132,Mahlers2nd
1133,Chachra
1134,Koenig
1135,Chell
1136,Brody
1137,Janson
1138,Koenig
1139,Brown
1140,Messick
1141,Merritt
1142,Goonan
1143,Mark
1144,Grove
1145,Harp
1146,Vision
1147,Koenig
1148,Mitchell
1149,Peterson
1150,Merritt
1151,Blankenship
1152,Neal
1153,Peterson
1154,Morrison
1155,Shea
1156,Davisson
1157,Ashbacher
1158,Nigam
1159,Ashbacher
1160,Chachra
1161,Brown
1162,Calvinnme
1163,McKee
1164,Neal
1165,Johnson
1166,Calvinnme
1167,Brown
1168,Brown
1169,Janson
1170,Mitchell
1171,Peterson
1172,Comdet
1173,McKee
1174,Shea
1175,Neal
1176,Davisson
1177,Auken
1178,Taylor
1179,Nigam
1180,Robert
1181,Kolln
1182,Messick
1183,Dent
1184,Janson
1185,Chachra
1186,Lovitt
1187,Janson
1188,Auken
1189,Chandler
1190,Agresti
1191,Chachra
1192,Morrison
1193,Morrison
1194,Neal
1195,Davisson
1196,Davisson
1197,Brown
1198,Davisson
1199,Mahlers2nd
1200,Nigam
1201,Grove
1202,Mitchell
1203,Harp
1204,Messick
1205,McKee
1206,Brown
1207,Koenig
1208,Janson
1209,Morrison
1210,Lee
1211,Wilson
1212,Mahlers2nd
1213,Dent
1214,Hayes
1215,Brown
1216,Grove
1217,Mitchell
1218,Cutey
1219,Peterson
1220,Chandler
1221,Agresti
1222,Blankenship
1223,McKee
1224,Ashbacher
1225,Lee
1226,Vision
1227,Cutey
1228,Peterson
1229,Goonan
1230,Goonan
1231,Power
1232,Koenig
1233,Brown
1234,Brown
1235,Riley
1236,Sherwin
1237,Lawyeraau
1238,Wilson
1239,Engineer
1240,Goonan
1241,Dent
1242,Janson
1243,Brown
1244,Agresti
1245,Janson
1246,Chachra
1247,Ashbacher
1248,Nigam
1249,Taylor
1250,Hayes
1251,Wilson
1252,Chandler
1253,Johnson
1254,Calvinnme
1255,Brody
1256,Mahlers2nd
1257,McKee
1258,Mahlers2nd
1259,Calvinnme
1260,Nigam
1261,Hayes
1262,Peterson
1263,Cutey
1264,Agresti
1265,Messick
1266,Vision
1267,Wilson
1268,Lee
1269,Cholette
1270,Wilson
1271,Brown
1272,Mitchell
1273,Janson
1274,Mahlers2nd
1275,Cholette
1276,Hayes
1277,Peterson
1278,Blankenship
1279,Cutey
1280,Neal
1281,Cholette
1282,Ashbacher
1283,Messick
1284,Johnson
1285,Grove
1286,Auken
1287,Hayes
1288,Sherwin
1289,Lawyeraau
1290,Chachra
1291,Vernon
1292,Kolln
1293,Auken
1294,Brown
1295,Dent
1296,Taylor
1297,Chachra
1298,Brody
1299,Comdet
1300,Chandler
1301,Merritt
1302,Dent
1303,Shea
1304,Janson
1305,Mahlers2nd
1306,Cholette
1307,Agresti
1308,Auken
1309,Cholette
1310,Chandler
1311,Mitchell
1312,Agresti
1313,Messick
1314,Dent
1315,Hayes
1316,Auken
1317,CFH
1318,Brody
1319,Hayes
1320,Cutey
1321,Walters
1322,Lawyeraau
1323,Lawyeraau
1324,Wilson
1325,Koenig
1326,Janson
1327,Cutey
1328,Davisson
1329,Chandler
1330,Auken
1331,Morrison
1332,Shea
1333,Neal
1334,McKee
1335,Janson
1336,Brody
1337,Kolln
1338,Comdet
1339,Janson
1340,Chachra
1341,Shea
1342,Harp
1343,Auken
1344,Vision
1345,Morrison
1346,Vision
1347,Mahlers2nd
1348,Peterson
1349,Cholette
1350,Grove
1351,Agresti
1352,McKee
1353,Taylor
1354,Auken
1355,Nigam
1356,Mark
1357,Mahlers2nd
1358,Mark
1359,Cutey
1360,Blankenship
1361,Agresti
1362,McKee
1363,Corn
1364,Merritt
1365,Chachra
1366,Messick
1367,Brown
1368,Brody
1369,Wilson
1370,Mahlers2nd
1371,Brody
1372,Peterson
1373,Engineer
1374,Mark
1375,Wilson
1376,Cutey
1377,Vision
1378,Mahlers2nd
1379,Cutey
1380,Kolln
1381,Goonan
1382,Morrison
1383,Engineer
1384,Chachra
1385,Chell
1386,Cholette
1387,Dent
1388,Ashbacher
1389,McKee
1390,Davisson
1391,Kolln
1392,Engineer
1393,Shea
1394,Morrison
1395,Chachra
1396,Corn
1397,Merritt
1398,Vision
1399,Morrison
1400,Bukowsky
1401,Janson
1402,Cholette
1403,Goonan
1404,Mark
1405,Shea
1406,Engineer
1407,Sherwin
1408,Engineer
1409,Davisson
1410,Nigam
1411,Hayes
1412,McKee
1413,Dent
1414,Nigam
1415,Janson
1416,Riley
1417,Merritt
1418,Engineer
1419,Auken
1420,Janson
1421,Vernon
1422,Bukowsky
1423,Peterson
1424,Chandler
1425,Robert
1426,Cutey
1427,Neal
1428,Brody
1429,Auken
1430,Robert
1431,Mitchell
1432,Agresti
1433,Auken
1434,Chandler
1435,Dent
1436,Sherwin
1437,Sherwin
1438,Bukowsky
1439,Comdet
1440,Lee
1441,Dent
1442,Chandler
1443,Brown
1444,Dent
1445,Janson
1446,Nigam
1447,Engineer
1448,Brody
1449,Engineer
1450,Kolln
1451,Janson
1452,Ashbacher
1453,Nigam
1454,Chandler
1455,Auken
1456,Sherwin
1457,Dent
1458,Johnson
1459,Grove
1460,Engineer
1461,Vision
1462,Corn
1463,Auken
1464,Brown
1465,Dent
1466,Lee
1467,Davisson
1468,Brown
1469,Kolln
1470,Lawyeraau
1471,Morrison
1472,Cutey
1473,Brody
1474,Merritt
1475,Merritt
1476,Johnson
1477,Nigam
1478,Brown
1479,Chell
1480,Chachra
1481,Engineer
1482,Chell
1483,Cholette
1484,Bukowsky
1485,Brody
1486,Neal
1487,Chell
1488,Johnson
1489,Comdet
1490,Calvinnme
1491,Brody
1492,Lovitt
1493,Davisson
1494,Ashbacher
1495,Nigam
1496,Engineer
1497,Brown
1498,Lee
1499,Janson
