ID,"Class"
1052,Harp
1053,Engineer
1054,Goonan
1055,Grove
1056,Engineer
1057,Lawyeraau
1058,Harp
1059,Taylor
1060,Shea
1061,Lawyeraau
1062,Nigam
1063,Koenig
1064,Harp
1065,Cholette
1066,Morrison
1067,Davisson
1068,Brown
1069,Comdet
1070,Harp
1071,Chachra
1072,Chell
1073,Blankenship
1074,Chachra
1075,Harp
1076,Shea
1077,Koenig
1078,Corn
1079,Harp
1080,Agresti
1081,Vernon
1082,Calvinnme
1083,Vernon
1084,Neal
1085,Mitchell
1086,Mahlers2nd
1087,Hayes
1088,Harp
1089,Brown
1090,Dent
1091,Agresti
1092,Kolln
1093,Mahlers2nd
1094,Koenig
1095,Harp
1096,McKee
1097,Corn
1098,Corn
1099,Brody
1100,Corn
1101,Cholette
1102,Comdet
1103,Comdet
1104,Vernon
1105,Merritt
1106,Chandler
1107,Calvinnme
1108,Bukowsky
1109,Power
1110,Chandler
1111,Chachra
1112,Corn
1113,Peterson
1114,Vernon
1115,Neal
1116,Calvinnme
1117,Chachra
1118,Janson
1119,Cholette
1120,Taylor
1121,Auken
1122,Ashbacher
1123,Taylor
1124,Shea
1125,Vernon
1126,Chandler
1127,Chachra
1128,Corn
1129,Nigam
1130,Messick
1131,CFH
1132,Mahlers2nd
1133,Comdet
1134,Brody
1135,Cholette
1136,Koenig
1137,Lawyeraau
1138,Koenig
1139,Chandler
1140,Koenig
1141,Merritt
1142,Goonan
1143,Mark
1144,Taylor
1145,Hayes
1146,Messick
1147,Koenig
1148,Mitchell
1149,CFH
1150,Merritt
1151,Blankenship
1152,Neal
1153,Peterson
1154,Messick
1155,Shea
1156,Mahlers2nd
1157,Koenig
1158,Corn
1159,Ashbacher
1160,Mahlers2nd
1161,Comdet
1162,Calvinnme
1163,Chachra
1164,Neal
1165,Nigam
1166,Sherwin
1167,Chachra
1168,Mark
1169,Messick
1170,Nigam
1171,Vernon
1172,Agresti
1173,Grove
1174,Shea
1175,Vernon
1176,CFH
1177,Auken
1178,Taylor
1179,Messick
1180,Harp
1181,Taylor
1182,Lovitt
1183,Comdet
1184,Lawyeraau
1185,McKee
1186,Lovitt
1187,Messick
1188,Auken
1189,Chandler
1190,Agresti
1191,Chachra
1192,Comdet
1193,Morrison
1194,Hayes
1195,Koenig
1196,Taylor
1197,Lawyeraau
1198,Comdet
1199,Mahlers2nd
1200,Comdet
1201,Grove
1202,Mitchell
1203,Harp
1204,Messick
1205,McKee
1206,Chandler
1207,Koenig
1208,Merritt
1209,Bukowsky
1210,Comdet
1211,Koenig
1212,Cholette
1213,Chandler
1214,Lawyeraau
1215,Brown
1216,Chell
1217,Mitchell
1218,Taylor
1219,Neal
1220,Riley
1221,Grove
1222,Calvinnme
1223,Grove
1224,Ashbacher
1225,Chandler
1226,Riley
1227,Corn
1228,McKee
1229,CFH
1230,Messick
1231,Power
1232,Vernon
1233,Brown
1234,Koenig
1235,Mahlers2nd
1236,Sherwin
1237,Lawyeraau
1238,Vernon
1239,Vernon
1240,McKee
1241,Riley
1242,Taylor
1243,Mahlers2nd
1244,Comdet
1245,Lawyeraau
1246,Chachra
1247,Chell
1248,Cholette
1249,Taylor
1250,Hayes
1251,Wilson
1252,Lee
1253,Johnson
1254,Vision
1255,Brody
1256,Cholette
1257,McKee
1258,Shea
1259,Lovitt
1260,Corn
1261,Vernon
1262,Messick
1263,Comdet
1264,Mahlers2nd
1265,Chachra
1266,Messick
1267,Lawyeraau
1268,Lovitt
1269,Lovitt
1270,Lawyeraau
1271,Brown
1272,Koenig
1273,Janson
1274,Chandler
1275,Cholette
1276,Vernon
1277,Harp
1278,Blankenship
1279,Koenig
1280,Neal
1281,Messick
1282,Ashbacher
1283,Chachra
1284,Shea
1285,Corn
1286,Hayes
1287,Hayes
1288,Nigam
1289,Koenig
1290,Shea
1291,Vernon
1292,Kolln
1293,Auken
1294,Chachra
1295,Chell
1296,Taylor
1297,Calvinnme
1298,Peterson
1299,Calvinnme
1300,Chandler
1301,Merritt
1302,Brown
1303,Chandler
1304,Koenig
1305,Vision
1306,Cholette
1307,Corn
1308,Kolln
1309,Corn
1310,Blankenship
1311,Mitchell
1312,Agresti
1313,Cutey
1314,Mark
1315,Messick
1316,Messick
1317,CFH
1318,Koenig
1319,Messick
1320,Brown
1321,Harp
1322,Ashbacher
1323,Messick
1324,Dent
1325,Messick
1326,Lawyeraau
1327,Cutey
1328,Harp
1329,Chandler
1330,Auken
1331,McKee
1332,Cutey
1333,Neal
1334,Vernon
1335,Hayes
1336,Goonan
1337,Lawyeraau
1338,McKee
1339,Hayes
1340,Chachra
1341,Mahlers2nd
1342,Lawyeraau
1343,Auken
1344,Power
1345,Corn
1346,Agresti
1347,Mahlers2nd
1348,Peterson
1349,Corn
1350,Janson
1351,Agresti
1352,McKee
1353,Taylor
1354,Harp
1355,Shea
1356,Comdet
1357,Riley
1358,Calvinnme
1359,Cutey
1360,Calvinnme
1361,Agresti
1362,Wilson
1363,Cholette
1364,Merritt
1365,Ashbacher
1366,Comdet
1367,Koenig
1368,Johnson
1369,McKee
1370,Mahlers2nd
1371,Brody
1372,Neal
1373,Engineer
1374,Mark
1375,Hayes
1376,Brown
1377,Calvinnme
1378,Nigam
1379,Cutey
1380,Merritt
1381,Messick
1382,Chell
1383,Shea
1384,Comdet
1385,Lovitt
1386,Goonan
1387,Dent
1388,Vision
1389,Calvinnme
1390,Neal
1391,Merritt
1392,Engineer
1393,Calvinnme
1394,Corn
1395,Chachra
1396,Corn
1397,Merritt
1398,Mark
1399,Engineer
1400,Taylor
1401,Auken
1402,Messick
1403,Calvinnme
1404,Riley
1405,Agresti
1406,Vernon
1407,Sherwin
1408,Cholette
1409,Chell
1410,Corn
1411,Messick
1412,McKee
1413,Cholette
1414,Shea
1415,Lawyeraau
1416,Mahlers2nd
1417,Harp
1418,Chandler
1419,Ashbacher
1420,Hayes
1421,Peterson
1422,Messick
1423,Messick
1424,Grove
1425,CFH
1426,Nigam
1427,Corn
1428,Vision
1429,Harp
1430,Robert
1431,Nigam
1432,Dent
1433,Auken
1434,Engineer
1435,Shea
1436,Bukowsky
1437,Sherwin
1438,Agresti
1439,Mark
1440,Johnson
1441,Mahlers2nd
1442,Comdet
1443,Vernon
1444,Shea
1445,Messick
1446,Vernon
1447,Comdet
1448,Koenig
1449,Engineer
1450,Auken
1451,Lovitt
1452,Messick
1453,Mahlers2nd
1454,Corn
1455,Taylor
1456,Sherwin
1457,Corn
1458,Koenig
1459,Grove
1460,Engineer
1461,Mark
1462,Grove
1463,Messick
1464,Cutey
1465,Mahlers2nd
1466,Riley
1467,Mahlers2nd
1468,Mark
1469,Kolln
1470,Ashbacher
1471,Morrison
1472,Cholette
1473,Wilson
1474,Harp
1475,Merritt
1476,Johnson
1477,Nigam
1478,Calvinnme
1479,Chandler
1480,Koenig
1481,Engineer
1482,Comdet
1483,Messick
1484,Harp
1485,Chachra
1486,Kolln
1487,Chandler
1488,Nigam
1489,Comdet
1490,Bukowsky
1491,Corn
1492,Vernon
1493,Mahlers2nd
1494,Vision
1495,Corn
1496,Brown
1497,Lawyeraau
1498,Dent
1499,McKee
