ID,"Class"
1137,Peterson
1138,Koenig
1139,Mahlers2nd
1140,Chachra
1141,Janson
1142,McKee
1143,Mark
1144,Mitchell
1145,Calvinnme
1146,McKee
1147,Auken
1148,Wilson
1149,Peterson
1150,Merritt
1151,Blankenship
1152,Vernon
1153,Peterson
1154,Goonan
1155,McKee
1156,Nigam
1157,Peterson
1158,Calvinnme
1159,Ashbacher
1160,McKee
1161,McKee
1162,Calvinnme
1163,McKee
1164,Neal
1165,Johnson
1166,Shea
1167,McKee
1168,Cholette
1169,Bukowsky
1170,Mitchell
1171,Mark
1172,Agresti
1173,Chell
1174,Shea
1175,Power
1176,Davisson
1177,Power
1178,Walters
1179,Sherwin
1180,Lovitt
1181,Taylor
1182,Mitchell
1183,Riley
1184,Mitchell
1185,McKee
1186,Lovitt
1187,Harp
1188,Auken
1189,Chandler
1190,Agresti
1191,McKee
1192,Engineer
1193,Nigam
1194,Calvinnme
1195,Wilson
1196,Chachra
1197,Bukowsky
1198,Davisson
1199,McKee
1200,McKee
1201,Grove
1202,Mitchell
1203,Harp
1204,Messick
1205,Cutey
1206,Riley
1207,Koenig
1208,Kolln
1209,Bukowsky
1210,Comdet
1211,Mitchell
1212,Cholette
1213,Cutey
1214,Vernon
1215,Brown
1216,Janson
1217,Mitchell
1218,McKee
1219,Peterson
1220,Riley
1221,Comdet
1222,Chandler
1223,McKee
1224,Ashbacher
1225,Lee
1226,Power
1227,Power
1228,Mark
1229,CFH
1230,Mark
1231,Power
1232,Grove
1233,Brown
1234,Grove
1235,Riley
1236,Sherwin
1237,Peterson
1238,McKee
1239,Engineer
1240,McKee
1241,Riley
1242,Walters
1243,Mahlers2nd
1244,McKee
1245,Lovitt
1246,Chachra
1247,Riley
1248,Nigam
1249,Taylor
1250,Hayes
1251,Wilson
1252,Chandler
1253,Johnson
1254,Calvinnme
1255,Brody
1256,Sherwin
1257,Nigam
1258,Agresti
1259,Bukowsky
1260,Corn
1261,Bukowsky
1262,Walters
1263,Cutey
1264,Nigam
1265,Ashbacher
1266,Power
1267,Neal
1268,Robert
1269,Cholette
1270,Wilson
1271,McKee
1272,Mitchell
1273,McKee
1274,Riley
1275,Cholette
1276,Vernon
1277,Peterson
1278,Blankenship
1279,Cutey
1280,Neal
1281,Lovitt
1282,Ashbacher
1283,Riley
1284,Cutey
1285,Mitchell
1286,Robert
1287,Hayes
1288,Sherwin
1289,McKee
1290,McKee
1291,Vernon
1292,Kolln
1293,Auken
1294,Chachra
1295,Comdet
1296,Taylor
1297,Auken
1298,Mitchell
1299,Agresti
1300,Auken
1301,Kolln
1302,Chachra
1303,Lee
1304,Wilson
1305,Blankenship
1306,Cholette
1307,Dent
1308,Kolln
1309,Riley
1310,Blankenship
1311,Walters
1312,Comdet
1313,McKee
1314,McKee
1315,Bukowsky
1316,Robert
1317,CFH
1318,Brody
1319,Bukowsky
1320,Cutey
1321,Lovitt
1322,Lawyeraau
1323,Messick
1324,Mitchell
1325,Bukowsky
1326,Bukowsky
1327,Cutey
1328,McKee
1329,Chandler
1330,Auken
1331,Blankenship
1332,Agresti
1333,Neal
1334,Johnson
1335,Janson
1336,Goonan
1337,Kolln
1338,McKee
1339,Lovitt
1340,Chachra
1341,Mahlers2nd
1342,Vernon
1343,Auken
1344,Vernon
1345,Morrison
1346,Mahlers2nd
1347,Goonan
1348,Peterson
1349,Lovitt
1350,Mitchell
1351,Agresti
1352,McKee
1353,Taylor
1354,Auken
1355,Lee
1356,Mark
1357,McKee
1358,Lee
1359,Cutey
1360,Blankenship
1361,Agresti
1362,Chachra
1363,Cholette
1364,Calvinnme
1365,Ashbacher
1366,McKee
1367,Johnson
1368,McKee
1369,Riley
1370,Mahlers2nd
1371,Peterson
1372,Peterson
1373,Engineer
1374,Mark
1375,Peterson
1376,Cutey
1377,Power
1378,Koenig
1379,Cutey
1380,Kolln
1381,Vernon
1382,McKee
1383,CFH
1384,McKee
1385,Bukowsky
1386,Robert
1387,Riley
1388,McKee
1389,McKee
1390,Chell
1391,Kolln
1392,Engineer
1393,Koenig
1394,Morrison
1395,Chachra
1396,Corn
1397,Merritt
1398,McKee
1399,Morrison
1400,Bukowsky
1401,Janson
1402,Cholette
1403,Mark
1404,Sherwin
1405,McKee
1406,Engineer
1407,Sherwin
1408,Comdet
1409,Comdet
1410,Calvinnme
1411,Bukowsky
1412,McKee
1413,McKee
1414,McKee
1415,Grove
1416,Riley
1417,Walters
1418,Engineer
1419,Engineer
1420,Messick
1421,Vernon
1422,Bukowsky
1423,Bukowsky
1424,McKee
1425,Goonan
1426,McKee
1427,Johnson
1428,Riley
1429,Robert
1430,Robert
1431,McKee
1432,Chell
1433,Taylor
1434,Power
1435,Chell
1436,Sherwin
1437,Sherwin
1438,Comdet
1439,Comdet
1440,McKee
1441,McKee
1442,Comdet
1443,Johnson
1444,McKee
1445,Bukowsky
1446,Vernon
1447,Riley
1448,Nigam
1449,Engineer
1450,Auken
1451,Lovitt
1452,Taylor
1453,McKee
1454,Vernon
1455,Walters
1456,Sherwin
1457,Chell
1458,McKee
1459,McKee
1460,Engineer
1461,Mark
1462,Corn
1463,Walters
1464,McKee
1465,Riley
1466,Wilson
1467,Riley
1468,McKee
1469,Kolln
1470,Lawyeraau
1471,Morrison
1472,Cholette
1473,Lovitt
1474,Harp
1475,Merritt
1476,Johnson
1477,Nigam
1478,Brown
1479,Comdet
1480,Ashbacher
1481,Engineer
1482,Comdet
1483,Lovitt
1484,Neal
1485,Brody
1486,Auken
1487,Chell
1488,Johnson
1489,Comdet
1490,Robert
1491,Goonan
1492,Auken
1493,Davisson
1494,McKee
1495,Wilson
1496,Comdet
1497,Lawyeraau
1498,Wilson
1499,Power
