ID,"Class"
1054,Power
1055,McKee
1056,Engineer
1057,Lawyeraau
1058,Harp
1059,Taylor
1060,Lawyeraau
1061,Walters
1062,Mahlers2nd
1063,Neal
1064,Harp
1065,Brown
1066,Morrison
1067,McKee
1068,Chachra
1069,Chachra
1070,Walters
1071,Ashbacher
1072,McKee
1073,Blankenship
1074,McKee
1075,Merritt
1076,McKee
1077,McKee
1078,Robert
1079,Lovitt
1080,Chachra
1081,Peterson
1082,Blankenship
1083,Vernon
1084,Neal
1085,McKee
1086,Chachra
1087,Lovitt
1088,Harp
1089,Chachra
1090,Dent
1091,McKee
1092,Kolln
1093,Mahlers2nd
1094,McKee
1095,Walters
1096,Peterson
1097,Shea
1098,Corn
1099,Brody
1100,McKee
1101,Vernon
1102,Comdet
1103,Comdet
1104,Lovitt
1105,Merritt
1106,Comdet
1107,Agresti
1108,Walters
1109,Brown
1110,Comdet
1111,McKee
1112,McKee
1113,Dent
1114,Neal
1115,Neal
1116,Chachra
1117,Lawyeraau
1118,Janson
1119,Sherwin
1120,Walters
1121,Bukowsky
1122,McKee
1123,Walters
1124,Chachra
1125,Vernon
1126,Dent
1127,Chachra
1128,Lovitt
1129,Shea
1130,Walters
1131,Blankenship
1132,Mahlers2nd
1133,Koenig
1134,Corn
1135,Comdet
1136,Brody
1137,Peterson
1138,Koenig
1139,Goonan
1140,Brody
1141,Lawyeraau
1142,Goonan
1143,Mark
1144,Chell
1145,Harp
1146,McKee
1147,Neal
1148,Brown
1149,Lawyeraau
1150,Merritt
1151,Blankenship
1152,Neal
1153,Peterson
1154,Chell
1155,Brown
1156,Comdet
1157,Lawyeraau
1158,Goonan
1159,Ashbacher
1160,Chachra
1161,McKee
1162,Calvinnme
1163,Brody
1164,Lawyeraau
1165,Brown
1166,Peterson
1167,McKee
1168,Goonan
1169,Walters
1170,Goonan
1171,Merritt
1172,Agresti
1173,Chachra
1174,Shea
1175,Power
1176,Corn
1177,Kolln
1178,Peterson
1179,Bukowsky
1180,Walters
1181,Taylor
1182,Vernon
1183,McKee
1184,Vernon
1185,McKee
1186,Lovitt
1187,Peterson
1188,Auken
1189,Corn
1190,Agresti
1191,Chachra
1192,Comdet
1193,Morrison
1194,Messick
1195,Brown
1196,McKee
1197,Peterson
1198,Davisson
1199,McKee
1200,Shea
1201,Mitchell
1202,Mitchell
1203,Harp
1204,Messick
1205,McKee
1206,Chachra
1207,Koenig
1208,McKee
1209,Lovitt
1210,Comdet
1211,Wilson
1212,Chachra
1213,Goonan
1214,Vernon
1215,Brown
1216,Lovitt
1217,Mitchell
1218,Neal
1219,Peterson
1220,McKee
1221,Chachra
1222,Koenig
1223,McKee
1224,Ashbacher
1225,Comdet
1226,Goonan
1227,Brody
1228,McKee
1229,McKee
1230,Messick
1231,Brown
1232,Peterson
1233,Goonan
1234,Lawyeraau
1235,Corn
1236,Sherwin
1237,Lawyeraau
1238,Nigam
1239,McKee
1240,McKee
1241,Shea
1242,Peterson
1243,Mahlers2nd
1244,McKee
1245,Power
1246,Chachra
1247,McKee
1248,Goonan
1249,Taylor
1250,Hayes
1251,Bukowsky
1252,Riley
1253,Johnson
1254,Merritt
1255,Brody
1256,Sherwin
1257,McKee
1258,Chachra
1259,McKee
1260,Corn
1261,Goonan
1262,Walters
1263,Vision
1264,Comdet
1265,McKee
1266,Johnson
1267,Lovitt
1268,Lovitt
1269,Walters
1270,Lovitt
1271,Chachra
1272,Lawyeraau
1273,Kolln
1274,Koenig
1275,Walters
1276,Vernon
1277,Peterson
1278,Blankenship
1279,McKee
1280,Neal
1281,Bukowsky
1282,Ashbacher
1283,McKee
1284,Shea
1285,Messick
1286,Walters
1287,Hayes
1288,Messick
1289,Brown
1290,McKee
1291,Vernon
1292,Kolln
1293,Peterson
1294,Chachra
1295,Chachra
1296,Taylor
1297,Chell
1298,Lawyeraau
1299,Chachra
1300,Mahlers2nd
1301,Merritt
1302,Chachra
1303,Comdet
1304,Wilson
1305,Blankenship
1306,Walters
1307,Chell
1308,Auken
1309,Corn
1310,Blankenship
1311,Lawyeraau
1312,McKee
1313,McKee
1314,McKee
1315,Morrison
1316,Peterson
1317,CFH
1318,Brody
1319,Vernon
1320,Brown
1321,Lawyeraau
1322,Lawyeraau
1323,Messick
1324,Wilson
1325,Bukowsky
1326,Walters
1327,Chachra
1328,McKee
1329,Riley
1330,Auken
1331,McKee
1332,Brown
1333,Neal
1334,Neal
1335,Lawyeraau
1336,Lawyeraau
1337,Kolln
1338,Comdet
1339,Hayes
1340,Chachra
1341,Shea
1342,Lawyeraau
1343,Auken
1344,Lawyeraau
1345,Morrison
1346,Comdet
1347,Davisson
1348,Peterson
1349,Walters
1350,Kolln
1351,Chachra
1352,McKee
1353,Taylor
1354,Peterson
1355,Neal
1356,McKee
1357,Riley
1358,McKee
1359,Cutey
1360,Blankenship
1361,Chachra
1362,McKee
1363,Brown
1364,Merritt
1365,Ashbacher
1366,McKee
1367,Mitchell
1368,McKee
1369,Bukowsky
1370,Comdet
1371,Lawyeraau
1372,Peterson
1373,Engineer
1374,Comdet
1375,Hayes
1376,McKee
1377,Brown
1378,McKee
1379,Cutey
1380,Kolln
1381,Peterson
1382,McKee
1383,Chell
1384,Chachra
1385,Messick
1386,Lawyeraau
1387,McKee
1388,McKee
1389,McKee
1390,Chell
1391,Auken
1392,Engineer
1393,McKee
1394,Lawyeraau
1395,Chachra
1396,Goonan
1397,Merritt
1398,Brown
1399,Morrison
1400,Lawyeraau
1401,Janson
1402,Walters
1403,Neal
1404,Mark
1405,Vernon
1406,McKee
1407,Sherwin
1408,Chachra
1409,McKee
1410,Goonan
1411,Lawyeraau
1412,McKee
1413,Chachra
1414,Shea
1415,Kolln
1416,Riley
1417,Lawyeraau
1418,Engineer
1419,Messick
1420,Goonan
1421,Vernon
1422,Lovitt
1423,Peterson
1424,Ashbacher
1425,Comdet
1426,Brown
1427,Walters
1428,McKee
1429,Robert
1430,Lawyeraau
1431,McKee
1432,Comdet
1433,Harp
1434,Davisson
1435,McKee
1436,Sherwin
1437,Sherwin
1438,Chell
1439,Chachra
1440,Chachra
1441,Shea
1442,Comdet
1443,Neal
1444,McKee
1445,Vernon
1446,Vernon
1447,Lawyeraau
1448,Brody
1449,Engineer
1450,Kolln
1451,Lovitt
1452,Merritt
1453,Brown
1454,Goonan
1455,Peterson
1456,Sherwin
1457,Dent
1458,Johnson
1459,McKee
1460,Engineer
1461,Chachra
1462,Neal
1463,Peterson
1464,McKee
1465,McKee
1466,Messick
1467,Davisson
1468,Brody
1469,Kolln
1470,Ashbacher
1471,Lawyeraau
1472,Brown
1473,McKee
1474,Peterson
1475,Merritt
1476,Calvinnme
1477,Nigam
1478,Koenig
1479,Comdet
1480,McKee
1481,Engineer
1482,McKee
1483,Walters
1484,Hayes
1485,McKee
1486,Peterson
1487,Messick
1488,Brown
1489,Comdet
1490,Peterson
1491,Goonan
1492,Lovitt
1493,Corn
1494,McKee
1495,Corn
1496,McKee
1497,Lawyeraau
1498,Lawyeraau
1499,Brody
